HA,4,47,w1,w2,w3,w4
670,4,38,-4,-3,2,-3
671,4,38,-3,-4,2,3
672,4,38,-3,4,3,-2
673,4,38,-2,3,3,4
674,4,41,-4,-4,-3,0
675,4,41,-4,-3,0,4
676,4,41,3,4,4,0
677,4,42,-4,4,3,1
678,4,42,-3,4,-4,-1
679,4,42,1,3,-4,-4
680,4,42,4,-1,-3,-4
681,4,42,4,1,3,4
682,4,43,-3,-4,-3,-3
683,4,43,3,-3,-4,-3
684,4,43,3,-3,3,-4
685,4,45,-4,3,-2,4
686,4,45,2,4,-3,4
687,4,45,2,4,4,3
688,4,45,4,-4,3,2
689,4,45,4,4,-3,-2
690,4,49,-4,-4,4,-1
691,4,52,-4,4,-4,2
692,4,52,-2,4,-4,-4
693,4,52,4,-4,-2,-4
694,4,52,4,-2,4,4
695,4,52,4,2,-4,-4
696,4,52,4,4,2,4
697,4,57,-3,-4,4,-4
698,4,57,4,-4,-4,3
699,4,57,4,4,4,-3
700,5,4,1,-1,-1,1
701,5,5,-1,2,0,0
702,5,5,2,1,0,0
703,5,6,-2,0,-1,1
704,5,6,-1,0,-1,-2
705,5,6,0,1,2,-1
706,5,9,2,-2,1,0
707,5,10,-1,1,2,2
708,5,10,1,2,-2,1
709,5,10,2,-1,-1,-2
710,5,11,0,-1,1,-3
711,5,11,1,0,-3,-1
712,5,11,1,1,0,3
713,5,12,2,0,2,2
714,5,13,-2,-2,-2,-1
715,5,13,0,0,-3,2
716,5,13,0,2,0,-3
717,5,14,-2,-3,0,1
718,5,14,-1,-3,0,-2
719,5,14,0,-2,3,-1
720,5,14,3,0,2,-1
721,5,15,-2,-1,1,3
722,5,15,-2,1,-3,-1
723,5,15,1,-3,-2,-1
724,5,15,1,-2,1,3
725,5,16,2,2,-2,-2
726,5,17,-4,0,1,0
727,5,17,-2,2,0,3
728,5,17,0,-3,-2,2
729,5,17,0,0,4,1
730,5,18,-3,2,2,-1
731,5,18,-2,3,-2,1
732,5,18,-1,-2,3,2
733,5,18,-1,3,-2,-2
734,5,18,0,-1,-1,4
735,5,18,0,4,1,-1
736,5,18,1,-4,0,1
737,5,18,2,3,1,2
738,5,19,-3,0,1,-3
739,5,19,0,3,3,1
740,5,19,3,1,0,-3
741,5,20,-3,-1,3,-1
742,5,20,0,-2,-4,0
743,5,20,3,3,1,-1
744,5,21,-3,-2,-2,2
745,5,21,-1,-4,2,0
746,5,21,1,0,4,-2
747,5,21,2,4,-1,0
748,5,22,-4,1,-1,-2
749,5,22,-1,4,1,2
750,5,22,1,1,2,-4
751,5,22,4,-2,-1,1
752,5,22,4,1,-2,1
753,5,23,-3,1,-3,2
754,5,23,1,3,3,-2
755,5,23,3,-2,1,-3
756,5,23,3,-1,-3,2
757,5,23,3,2,3,1
758,5,24,-4,-2,0,-2
759,5,24,0,2,-2,4
760,5,24,2,-4,0,-2
761,5,25,-4,3,0,0
762,5,25,-2,1,4,-2
763,5,25,-1,-2,-2,-4
764,5,25,4,0,0,3
765,5,26,-3,-1,-4,0
766,5,26,-3,0,-1,4
767,5,26,2,-3,3,2
768,5,27,-3,1,4,1
769,5,27,-3,3,0,-3
770,5,27,-1,1,-3,-4
771,5,27,1,3,-4,-1
772,5,27,1,4,-1,3
773,5,27,3,-1,4,1
774,5,27,4,-1,-3,-1
775,5,28,-4,2,2,2
776,5,28,-2,2,2,-4
777,5,28,3,-3,3,-1
778,5,29,-4,-3,2,0
779,5,29,0,-4,2,-3
780,5,29,0,3,-4,2
781,5,29,2,0,-3,-4
782,5,30,-4,-1,3,2
783,5,30,-2,-1,-4,-3
784,5,30,-2,-1,3,-4
785,5,30,-1,-2,-4,3
786,5,30,1,-2,-4,-3
787,5,30,1,-2,3,-4
788,5,30,3,-2,-1,4
789,5,30,3,1,-2,4
790,5,31,-3,-3,2,-3
791,5,32,0,-4,0,4
792,5,33,-2,-4,2,3
793,5,33,-2,4,3,-2
794,5,33,-1,0,4,4
795,5,33,2,-3,-2,-4
796,5,33,2,2,3,4
797,5,33,3,-4,-2,2
798,5,33,3,2,-4,2
799,5,33,4,2,3,-2
800,5,34,-3,-4,-3,0
801,5,34,-3,-3,0,4
802,5,34,1,4,1,-4
803,5,34,3,-3,-4,0
804,5,35,-3,4,3,1
805,5,35,-1,3,3,4
806,5,35,3,4,-1,-3
807,5,35,4,-3,1,3
808,5,35,4,3,-1,3
809,5,36,4,0,2,-4
810,5,37,-4,-1,-2,-4
811,5,37,-2,4,-4,-1
812,5,37,2,-1,4,4
813,5,37,4,-4,-2,-1
814,5,37,4,-1,4,-2
815,5,37,4,2,-4,-1
816,5,38,-3,3,-2,4
817,5,38,-2,-4,-3,-3
818,5,38,2,-3,-4,3
819,5,40,-4,4,-2,-2
820,5,42,-4,-1,-4,3
821,5,42,-3,-4,4,-1
822,5,42,4,3,1,-4
823,5,42,4,4,-3,1
824,5,45,-4,2,-3,-4
825,5,45,-3,4,-4,2
826,5,45,2,3,-4,-4
827,5,48,4,4,4,0
828,5,49,-4,-4,-1,-4
829,5,49,-4,1,4,4
830,5,49,-1,4,-4,-4
831,5,50,-4,-4,-3,3
832,5,50,3,4,-3,4
833,5,50,3,4,4,3
834,5,50,4,-3,-4,-3
835,5,50,4,-3,3,-4
836,5,52,-4,-4,4,2
837,5,52,-2,-4,4,-4
838,5,57,-4,4,3,4
839,6,3,-1,0,-1,1
840,6,4,0,2,0,0
841,6,5,0,0,-1,-2
842,6,7,1,1,2,-1
843,6,7,2,-1,-1,1
844,6,9,0,1,2,2
845,6,10,-3,0,1,0
846,6,10,-1,-2,-2,-1
847,6,10,3,1,0,0
848,6,11,-1,-3,0,1
849,6,12,-1,-1,1,3
850,6,12,-1,1,-3,-1
851,6,12,1,-1,1,-3
852,6,13,-2,2,2,-1
853,6,13,0,-3,0,-2
854,6,13,2,2,-2,1
855,6,14,-2,0,1,-3
856,6,14,-1,2,0,3
857,6,14,1,0,-3,2
858,6,14,1,2,0,-3
859,6,14,2,0,-3,-1
860,6,14,2,1,0,3
861,6,14,3,-2,1,0
862,6,15,-3,1,-1,-2
863,6,15,-2,-1,3,-1
864,6,15,-1,3,-2,1
865,6,15,1,-2,3,-1
866,6,15,3,-1,-1,-2
867,6,16,-2,-2,-2,2
868,6,17,-3,-2,0,-2
869,6,17,0,-2,3,2
870,6,17,0,3,-2,-2
871,6,17,3,0,2,2
872,6,18,-3,3,0,0
873,6,18,-2,1,-3,2
874,6,18,1,-3,-2,2
875,6,18,1,0,4,1
876,6,18,2,-3,-2,-1
877,6,18,2,-2,1,3
878,6,19,-4,1,-1,1
879,6,19,1,-1,-1,4
880,6,19,1,4,1,-1
881,6,20,0,-4,2,0
882,6,20,1,3,3,1
