,Red_his,Green_his,Blue_his
99,1727.0,1790.0,1539.0
100,1737.0,1521.0,1553.0
101,1574.0,1661.0,1438.0
102,1744.0,1611.0,1456.0
103,1778.0,1760.0,1458.0
104,1720.0,1583.0,1456.0
105,1726.0,1678.0,1458.0
106,1629.0,1569.0,1422.0
107,1817.0,1627.0,1431.0
108,1742.0,1782.0,1447.0
109,1661.0,1668.0,1342.0
110,1791.0,1643.0,1372.0
111,1783.0,1623.0,1319.0
112,1845.0,1766.0,1491.0
113,1767.0,1689.0,1336.0
114,1797.0,1496.0,1312.0
115,1775.0,1801.0,1375.0
116,1721.0,1556.0,1320.0
117,1681.0,1613.0,1232.0
118,1812.0,1590.0,1371.0
119,1698.0,1554.0,1197.0
120,1712.0,1773.0,1306.0
121,1709.0,1703.0,1283.0
122,1712.0,1471.0,1264.0
123,1763.0,1658.0,1177.0
124,1692.0,1746.0,1262.0
125,1724.0,1580.0,1123.0
126,1649.0,1541.0,1221.0
127,1521.0,1744.0,1211.0
128,1674.0,1596.0,1179.0
129,1665.0,1620.0,1114.0
130,1642.0,1419.0,1147.0
131,1713.0,1679.0,1110.0
132,1601.0,1489.0,1150.0
133,1672.0,1504.0,1059.0
134,1626.0,1514.0,1093.0
135,1702.0,1676.0,1053.0
136,1550.0,1510.0,1043.0
137,1629.0,1534.0,1019.0
138,1615.0,1469.0,1012.0
139,1623.0,1543.0,1019.0
140,1623.0,1577.0,976.0
141,1555.0,1471.0,1013.0
142,1630.0,1516.0,1013.0
143,1628.0,1627.0,961.0
144,1608.0,1503.0,976.0
145,1585.0,1517.0,949.0
146,1523.0,1408.0,952.0
147,1598.0,1632.0,968.0
148,1517.0,1397.0,960.0
149,1522.0,1503.0,887.0
150,1508.0,1456.0,906.0
151,1472.0,1408.0,873.0
152,1577.0,1582.0,963.0
153,1377.0,1582.0,847.0
154,1422.0,1402.0,893.0
155,1494.0,1463.0,840.0
156,1440.0,1542.0,871.0
157,1454.0,1520.0,847.0
158,1463.0,1507.0,831.0
159,1499.0,1655.0,874.0
160,1266.0,1532.0,854.0
161,1386.0,1542.0,802.0
162,1352.0,1377.0,790.0
163,1395.0,1698.0,714.0
164,1269.0,1467.0,792.0
165,1239.0,1488.0,736.0
166,1284.0,1534.0,804.0
167,1280.0,1641.0,720.0
168,1296.0,1563.0,726.0
169,1271.0,1647.0,748.0
170,1292.0,1459.0,711.0
171,1261.0,1534.0,672.0
172,1269.0,1629.0,784.0
173,1208.0,1581.0,717.0
174,1215.0,1636.0,730.0
175,1127.0,1517.0,627.0
176,1243.0,1898.0,696.0
177,1199.0,1700.0,667.0
178,1221.0,1479.0,631.0
179,1234.0,1811.0,628.0
180,1128.0,1550.0,633.0
181,1146.0,1773.0,606.0
182,1205.0,1826.0,676.0
183,1149.0,1725.0,597.0
184,1226.0,1977.0,645.0
185,1177.0,2021.0,646.0
186,1216.0,1886.0,602.0
187,1228.0,2049.0,612.0
188,1157.0,2194.0,635.0
189,1133.0,2148.0,599.0
190,1220.0,2191.0,605.0
191,1122.0,2217.0,553.0
192,1240.0,2644.0,575.0
193,1167.0,2519.0,525.0
194,1209.0,2136.0,522.0
195,1171.0,2488.0,517.0
196,1052.0,2059.0,553.0
197,1039.0,2118.0,469.0
198,970.0,1870.0,532.0
199,956.0,1769.0,464.0
200,869.0,1427.0,474.0
201,863.0,1437.0,469.0
202,746.0,1117.0,472.0
203,750.0,1097.0,466.0
204,667.0,978.0,450.0
205,670.0,847.0,429.0
206,630.0,736.0,423.0
207,595.0,641.0,412.0
208,574.0,508.0,466.0
209,588.0,446.0,439.0
210,546.0,341.0,448.0
211,553.0,348.0,433.0
212,541.0,241.0,479.0
213,558.0,227.0,563.0
214,556.0,182.0,628.0
215,564.0,128.0,660.0
216,548.0,132.0,799.0
217,588.0,92.0,821.0
218,583.0,92.0,945.0
219,600.0,75.0,974.0
220,549.0,58.0,1236.0
221,637.0,53.0,1219.0
222,593.0,33.0,1350.0
223,579.0,33.0,1290.0
224,571.0,32.0,1556.0
225,521.0,26.0,1347.0
226,521.0,18.0,1362.0
227,544.0,12.0,1299.0
228,523.0,9.0,1429.0
229,576.0,7.0,1198.0
230,547.0,7.0,1251.0
231,601.0,6.0,997.0
232,644.0,0.0,996.0
233,665.0,1.0,828.0
234,764.0,1.0,771.0
235,828.0,0.0,640.0
236,949.0,1.0,718.0
237,1114.0,0.0,642.0
238,1213.0,0.0,654.0
239,1376.0,0.0,567.0
240,1469.0,0.0,630.0
241,1558.0,0.0,499.0
242,1653.0,0.0,513.0
243,1652.0,0.0,415.0
244,1420.0,0.0,374.0
245,1297.0,0.0,291.0
246,1161.0,0.0,269.0
247,911.0,0.0,221.0
248,756.0,0.0,161.0
249,586.0,0.0,97.0
250,452.0,0.0,79.0
251,288.0,0.0,31.0
252,174.0,0.0,23.0
253,113.0,0.0,14.0
254,53.0,0.0,1.0
255,29.0,0.0,2.0
