HA,4,97,w1,w2,w3,w4
112,0,46,-5,2,-1,4
113,0,46,-4,-1,-5,2
114,0,46,-2,-5,-4,-1
115,0,46,-1,4,2,5
116,0,46,1,-4,-2,-5
117,0,46,2,5,4,1
118,0,46,4,1,5,-2
119,0,46,5,-2,1,-4
120,0,63,-5,-3,5,-2
121,0,63,-5,2,3,-5
122,0,63,-3,5,-2,-5
123,0,63,-2,-5,5,3
124,0,63,2,5,-5,-3
125,0,63,3,-5,2,5
126,0,63,5,-2,-3,5
127,0,63,5,3,-5,2
128,0,66,-5,-4,3,4
129,0,66,-4,3,-5,-4
130,0,66,-4,5,4,-3
131,0,66,-3,-4,4,-5
132,0,66,3,4,-4,5
133,0,66,4,-5,-4,3
134,0,66,4,-3,5,4
135,0,66,5,4,-3,-4
136,0,75,-5,-5,-4,-3
137,0,75,-5,5,-3,4
138,0,75,-4,-3,-5,5
139,0,75,-3,4,5,5
140,0,75,3,-4,-5,-5
141,0,75,4,3,5,-5
142,0,75,5,-5,3,-4
143,0,75,5,5,4,3
144,0,76,-5,-5,5,1
145,0,76,-5,-1,5,-5
146,0,76,-5,5,1,-5
147,0,76,-1,5,-5,-5
148,0,76,1,-5,5,5
149,0,76,5,-5,-1,5
150,0,76,5,1,-5,5
151,0,76,5,5,-5,-1
152,1,8,-2,0,0,-2
153,1,9,-2,-2,0,1
154,1,10,-2,1,-2,1
155,1,10,-1,0,3,0
156,1,11,-1,3,1,0
157,1,12,-1,1,1,3
158,1,13,0,0,-3,-2
159,1,14,0,-3,-1,-2
160,1,14,0,-2,-3,1
161,1,14,1,-3,2,0
162,1,14,1,-2,0,3
163,1,14,1,2,0,-3
164,1,14,1,3,-2,0
165,1,15,1,-1,2,-3
166,1,15,1,1,-2,3
167,1,17,2,0,3,2
168,1,18,2,2,3,-1
169,1,18,2,3,1,2
170,1,18,3,0,-3,0
171,1,19,-4,1,1,1
172,1,19,3,-3,-1,0
173,1,20,3,-1,-1,-3
174,1,20,4,0,0,2
175,1,21,-2,-3,2,-2
176,1,21,-2,3,-2,-2
177,1,21,4,2,0,-1
178,1,22,4,-1,2,-1
179,1,23,-3,-2,-3,-1
180,1,23,-1,-2,3,3
181,1,23,-1,2,3,-3
182,1,25,-2,-1,-2,4
183,1,27,-1,4,-1,3
184,1,27,0,-5,-1,1
185,1,27,0,-1,-1,-5
186,1,27,0,1,-5,1
187,1,29,-4,0,3,-2
188,1,29,0,3,4,2
189,1,30,-5,-2,0,-1
190,1,30,-4,-2,3,1
191,1,30,-4,3,1,-2
192,1,31,-5,1,-2,-1
193,1,31,2,-1,5,-1
194,1,31,2,1,1,5
195,1,31,2,5,1,-1
196,1,31,3,-2,-3,3
197,1,31,3,2,-3,-3
198,1,33,-2,2,0,-5
199,1,33,2,-3,-4,-2
200,1,33,4,-3,2,2
201,1,33,4,3,-2,2
202,1,34,-5,-1,-2,2
203,1,34,-4,-1,1,4
204,1,34,-4,4,-1,1
205,1,34,-3,0,-3,-4
206,1,34,-3,3,4,0
207,1,34,-2,-5,2,1
208,1,34,-2,-1,2,-5
209,1,35,-3,-3,-1,-4
210,1,35,-3,1,4,3
211,1,35,-1,-3,5,0
212,1,35,3,-4,1,-3
213,1,36,-3,-5,-1,-1
214,1,36,-3,1,-5,-1
215,1,36,-2,-4,0,4
216,1,36,-1,-1,5,-3
217,1,36,-1,5,1,-3
218,1,37,-4,2,-1,4
219,1,37,-2,4,-4,1
220,1,37,4,1,2,-4
221,1,38,-3,-4,-3,2
222,1,38,-3,4,2,3
223,1,38,0,2,-3,-5
224,1,38,0,3,-5,-2
225,1,39,-3,-1,-5,2
226,1,39,1,-5,2,3
227,1,39,1,5,-2,-3
228,1,39,5,2,3,1
229,1,40,-2,2,-4,4
230,1,41,-5,0,0,-4
231,1,41,0,-4,-3,4
232,1,42,-1,-3,-4,-4
233,1,42,0,-4,1,-5
234,1,42,0,-1,-5,4
235,1,42,0,1,4,5
236,1,42,0,5,4,-1
237,1,42,1,-4,4,-3
238,1,42,1,4,-4,3
239,1,42,2,-3,5,2
240,1,42,2,-2,3,5
241,1,43,-1,-5,-4,-1
242,1,43,3,3,-5,0
243,1,44,3,-5,-1,3
244,1,44,3,1,-5,3
245,1,45,-5,-4,0,2
246,1,45,0,4,2,5
247,1,45,2,4,3,-4
248,1,45,4,-2,0,5
249,1,46,2,-5,-4,1
250,1,46,2,-1,-4,-5
251,1,46,2,1,5,-4
252,1,46,2,4,-1,5
253,1,46,4,1,-2,5
254,1,46,4,5,-2,-1
255,1,48,4,4,0,-4
256,1,49,-5,2,-4,2
257,1,49,2,-4,-2,-5
258,1,49,4,-4,4,-1
259,1,50,3,3,4,4
260,1,50,5,-3,-4,0
261,1,50,5,0,3,4
262,1,51,3,5,4,1
263,1,51,5,-1,-4,-3
264,1,51,5,3,1,4
265,1,52,4,-2,4,-4
266,1,52,5,-1,5,1
267,1,52,5,5,1,1
268,1,54,-5,-3,2,-4
269,1,54,-5,3,-2,-4
270,1,54,-4,-3,5,-2
271,1,54,-4,2,3,-5
272,1,54,5,-4,-2,-3
273,1,54,5,4,3,-2
274,1,55,-5,-5,2,-1
275,1,55,5,1,5,-2
276,1,57,-4,-4,3,4
277,1,58,-5,4,-4,-1
278,1,58,-2,5,-2,-5
279,1,59,-3,3,-5,-4
280,1,59,-3,5,4,-3
281,1,60,-1,-5,5,3
282,1,61,-2,-4,4,-5
283,1,63,-5,-3,-2,5
284,1,66,-5,0,-4,5
285,1,66,-4,-5,-4,-3
286,1,66,-4,5,-3,4
287,1,67,-4,-5,5,1
288,1,67,-4,-1,5,-5
289,1,67,-4,5,1,-5
290,1,68,-3,-3,-5,5
291,1,68,3,5,-5,-3
292,1,70,-2,4,5,5
293,1,70,4,-5,2,5
294,1,73,4,4,-4,5
295,1,75,-5,4,5,3
296,1,75,0,5,-5,-5
297,1,75,5,-5,-4,3
298,1,75,5,-3,5,4
299,1,79,2,-5,5,5
300,1,82,4,-4,-5,-5
301,1,84,5,3,5,-5
302,2,5,-1,0,0,-2
303,2,6,-1,-2,0,1
304,2,7,-1,1,-2,1
305,2,9,0,0,3,0
306,2,10,0,3,1,0
307,2,11,0,1,1,3
308,2,12,-3,1,1,1
309,2,14,1,0,-3,-2
310,2,15,1,-3,-1,-2
311,2,15,1,-2,-3,1
312,2,17,2,-3,2,0
313,2,17,2,-2,0,3
314,2,17,2,2,0,-3
315,2,17,2,3,-2,0
316,2,18,-2,-2,-3,-1
317,2,18,-1,-3,2,-2
318,2,18,-1,3,-2,-2
319,2,18,2,-1,2,-3
320,2,18,2,1,-2,3
321,2,21,-4,-2,0,-1
322,2,22,-4,1,-2,-1
323,2,22,-3,0,3,-2
324,2,22,-1,-1,-2,4
325,2,22,0,-2,3,3
326,2,22,0,2,3,-3
327,2,22,3,0,3,2
328,2,23,-3,-2,3,1
329,2,23,-3,3,1,-2
330,2,23,3,2,3,-1
331,2,23,3,3,1,2
332,2,25,-4,-1,-2,2
333,2,25,4,0,-3,0
334,2,26,0,4,-1,3
335,2,26,4,-3,-1,0
336,2,27,-3,-1,1,4
337,2,27,-3,4,-1,1
338,2,27,4,-1,-1,-3
339,2,28,1,-5,-1,1
340,2,28,1,-1,-1,-5
341,2,28,1,1,-5,1
342,2,29,-2,0,-3,-4
343,2,29,-2,3,4,0
344,2,29,5,0,0,2
345,2,30,-3,2,-1,4
346,2,30,-2,-3,-1,-4
347,2,30,-2,1,4,3
348,2,30,-1,2,0,-5
349,2,30,1,3,4,2
350,2,30,5,2,0,-1
351,2,31,-2,-5,-1,-1
352,2,31,-2,1,-5,-1
353,2,31,-1,-5,2,1
354,2,31,-1,-1,2,-5
355,2,31,5,-1,2,-1
356,2,32,-4,0,0,-4
357,2,33,-2,-4,-3,2
358,2,33,-2,4,2,3
359,2,33,-1,-4,0,4
360,2,34,-2,-1,-5,2
361,2,34,-1,4,-4,1
362,2,34,0,-3,5,0
363,2,35,0,-1,5,-3
364,2,35,0,5,1,-3
365,2,36,-4,-4,0,2
366,2,36,3,-1,5,-1
367,2,36,3,1,1,5
368,2,36,3,5,1,-1
369,2,37,-1,2,-4,4
370,2,38,3,-3,-4,-2
371,2,38,4,-2,-3,3
372,2,38,4,2,-3,-3
373,2,39,1,2,-3,-5
374,2,39,1,3,-5,-2
375,2,40,-4,2,-4,2
376,2,41,0,-3,-4,-4
377,2,42,0,-5,-4,-1
378,2,42,1,-4,-3,4
379,2,42,2,-5,2,3
380,2,42,2,5,-2,-3
381,2,42,4,-4,1,-3
382,2,42,5,-3,2,2
383,2,42,5,3,-2,2
384,2,43,-5,1,4,1
385,2,43,1,-4,1,-5
386,2,43,1,-1,-5,4
387,2,43,1,1,4,5
388,2,43,1,5,4,-1
389,2,45,-4,-3,2,-4
390,2,45,-4,3,-2,-4
391,2,45,2,-4,4,-3
392,2,45,2,4,-4,3
393,2,46,-5,4,2,1
394,2,46,-4,-5,2,-1
395,2,46,1,4,2,5
396,2,46,5,1,2,-4
397,2,47,-5,-2,-3,-3
398,2,47,-3,-3,5,-2
399,2,47,-3,2,3,-5
400,2,47,3,-3,5,2
401,2,47,3,-2,3,5
402,2,49,-5,2,2,4
403,2,49,-4,4,-4,-1
404,2,50,-5,-4,-3,0
405,2,50,-3,-4,3,4
406,2,50,3,4,3,-4
407,2,50,4,3,-5,0
408,2,51,-5,-1,-5,0
409,2,51,3,-5,-4,1
410,2,51,3,-1,-4,-5
411,2,51,3,1,5,-4
412,2,51,3,4,-1,5
413,2,51,4,-5,-1,3
414,2,51,4,1,-5,3
415,2,54,-5,3,4,-2
416,2,54,-4,-3,-2,5
417,2,54,-2,3,-5,-4
418,2,54,-2,5,4,-3
419,2,54,3,-4,-2,-5
420,2,54,5,-2,0,5
421,2,55,-1,5,-2,-5
422,2,55,5,1,-2,5
423,2,55,5,5,-2,-1
424,2,57,-4,0,-4,5
425,2,57,4,3,4,4
426,2,57,5,4,0,-4
427,2,58,-5,-1,4,4
428,2,58,-1,-4,4,-5
429,2,58,4,5,4,1
430,2,58,5,-4,4,-1
431,2,59,-3,-5,-4,-3
432,2,59,-3,5,-3,4
433,2,59,0,-5,5,3
434,2,60,-5,-5,-1,-3
435,2,60,-5,1,-5,-3
436,2,60,-3,-5,5,1
437,2,60,-3,-1,5,-5
438,2,60,-3,5,1,-5
439,2,61,5,-2,4,-4
440,2,63,-2,-3,-5,5
441,2,66,-5,5,0,4
442,2,66,-4,4,5,3
443,2,67,-1,4,5,5
444,2,68,-5,-3,-5,3
445,2,75,4,5,-5,-3
446,2,76,1,5,-5,-5
447,2,79,5,-5,2,5
448,2,82,5,4,-4,5
449,2,84,3,-5,5,5
450,2,91,-5,5,4,-5
451,2,91,5,-4,-5,-5
452,3,5,0,-2,0,1
453,3,6,0,1,-2,1
454,3,7,-2,1,1,1
455,3,9,3,0,0,0
456,3,10,1,0,3,0
457,3,11,1,3,1,0
458,3,12,1,1,1,3
459,3,14,-3,-2,0,-1
460,3,15,-3,1,-2,-1
461,3,15,-1,-2,-3,-1
462,3,17,-2,0,3,-2
463,3,17,0,-3,2,-2
464,3,17,0,3,-2,-2
465,3,17,2,0,-3,-2
466,3,18,-3,-1,-2,2
467,3,18,-2,-2,3,1
468,3,18,-2,3,1,-2
469,3,18,2,-3,-1,-2
470,3,18,2,-2,-3,1
471,3,21,0,-1,-2,4
472,3,22,-2,-1,1,4
473,3,22,-2,4,-1,1
474,3,22,3,-3,2,0
475,3,22,3,-2,0,3
476,3,22,3,2,0,-3
477,3,22,3,3,-2,0
478,3,23,1,-2,3,3
479,3,23,1,2,3,-3
480,3,23,3,-1,2,-3
481,3,23,3,1,-2,3
482,3,25,-3,0,0,-4
483,3,25,-2,2,-1,4
484,3,26,-1,0,-3,-4
485,3,26,-1,3,4,0
486,3,27,-1,-3,-1,-4
487,3,27,-1,1,4,3
488,3,27,1,4,-1,3
489,3,28,-5,1,1,-1
490,3,28,-1,-5,-1,-1
491,3,28,-1,1,-5,-1
492,3,29,-3,-4,0,2
493,3,29,0,2,0,-5
494,3,29,4,0,3,2
495,3,30,-1,-4,-3,2
496,3,30,-1,4,2,3
497,3,30,0,-5,2,1
498,3,30,0,-1,2,-5
499,3,30,4,2,3,-1
500,3,30,4,3,1,2
501,3,31,-5,-1,1,2
502,3,31,-1,-1,-5,2
503,3,31,2,-5,-1,1
504,3,31,2,-1,-1,-5
505,3,31,2,1,-5,1
506,3,32,0,-4,0,4
507,3,33,-3,2,-4,2
508,3,33,0,4,-4,1
509,3,33,2,3,4,2
510,3,34,-5,2,-1,2
511,3,34,-4,1,4,1
512,3,34,5,0,-3,0
513,3,35,1,-3,5,0
514,3,35,5,-3,-1,0
515,3,36,0,2,-4,4
516,3,36,1,-1,5,-3
517,3,36,1,5,1,-3
518,3,36,5,-1,-1,-3
519,3,37,-4,4,2,1
520,3,38,-4,-2,-3,-3
521,3,38,-3,-3,2,-4
522,3,38,-3,3,-2,-4
523,3,39,-5,-2,3,-1
524,3,39,-3,-5,2,-1
525,3,40,-4,2,2,4
526,3,41,-4,-4,-3,0
527,3,42,-4,-1,-5,0
528,3,42,-3,4,-4,-1
529,3,42,-2,-3,5,-2
530,3,42,-2,2,3,-5
531,3,42,1,-3,-4,-4
532,3,42,2,2,-3,-5
533,3,42,2,3,-5,-2
534,3,43,-5,4,-1,-1
535,3,43,1,-5,-4,-1
536,3,43,4,-1,5,-1
537,3,43,4,1,1,5
538,3,43,4,5,1,-1
539,3,45,-4,3,4,-2
540,3,45,-2,-4,3,4
541,3,45,2,-4,-3,4
542,3,45,4,-3,-4,-2
543,3,46,2,-4,1,-5
544,3,46,2,-1,-5,4
545,3,46,2,1,4,5
546,3,46,2,5,4,-1
547,3,47,-3,-3,-2,5
548,3,47,3,-5,2,3
549,3,47,3,5,-2,-3
550,3,47,5,-2,-3,3
551,3,47,5,2,-3,-3
552,3,49,-4,-1,4,4
553,3,49,2,4,2,5
554,3,50,-5,0,3,-4
555,3,50,-3,0,-4,5
556,3,50,3,-4,4,-3
557,3,50,3,4,-4,3
558,3,51,-5,0,-1,5
559,3,51,-5,3,1,-4
560,3,51,-4,-5,-1,-3
561,3,51,-4,1,-5,-3
562,3,51,-1,3,-5,-4
563,3,51,-1,5,4,-3
564,3,51,5,-4,1,-3
565,3,54,-5,-4,3,2
566,3,54,-2,-5,-4,-3
567,3,54,-2,5,-3,4
568,3,54,0,5,-2,-5
569,3,54,4,-3,5,2
570,3,54,4,-2,3,5
571,3,55,-2,-5,5,1
572,3,55,-2,-1,5,-5
573,3,55,-2,5,1,-5
574,3,57,-4,5,0,4
575,3,57,0,-4,4,-5
576,3,57,4,4,3,-4
577,3,58,4,-5,-4,1
578,3,58,4,-1,-4,-5
579,3,58,4,1,5,-4
580,3,58,4,4,-1,5
581,3,59,-4,-3,-5,3
582,3,59,-3,4,5,3
583,3,59,5,3,-5,0
584,3,60,-5,-3,1,5
585,3,60,-1,-3,-5,5
586,3,60,1,-5,5,3
587,3,60,5,-5,-1,3
588,3,60,5,1,-5,3
589,3,61,4,-4,-2,-5
590,3,63,-5,5,-3,2
591,3,66,0,4,5,5
592,3,66,5,3,4,4
593,3,67,5,5,4,1
594,3,68,-5,3,-3,5
595,3,75,-5,-3,5,-4
596,3,76,-5,-5,5,-1
597,3,79,2,5,-5,-5
598,3,82,-4,5,4,-5
599,3,84,5,5,-5,-3
600,3,91,-5,-5,-4,-5
601,3,91,4,-5,5,5
602,4,5,1,0,0,-2
603,4,6,1,-2,0,1
604,4,7,1,1,-2,1
605,4,9,-2,-2,0,-1
606,4,10,-2,1,-2,-1
607,4,13,-2,-1,-2,2
608,4,13,2,0,3,0
609,4,14,-1,0,3,-2
610,4,14,0,-2,-3,-1
611,4,14,2,3,1,0
612,4,15,-1,-2,3,1
613,4,15,-1,3,1,-2
614,4,15,2,1,1,3
615,4,16,4,0,0,0
616,4,18,1,-3,2,-2
617,4,18,1,3,-2,-2
618,4,19,-4,1,1,-1
619,4,19,-1,-1,1,4
620,4,19,-1,4,-1,1
621,4,20,-2,0,0,-4
622,4,22,-4,-1,1,2
623,4,22,-1,2,-1,4
624,4,22,1,-1,-2,4
625,4,22,3,0,-3,-2
626,4,23,3,-3,-1,-2
627,4,23,3,-2,-3,1
628,4,24,-2,-4,0,2
629,4,25,-4,2,-1,2
630,4,25,0,0,-3,-4
631,4,25,0,3,4,0
632,4,26,0,-3,-1,-4
633,4,26,0,1,4,3
634,4,26,2,-2,3,3
635,4,26,2,2,3,-3
636,4,27,-3,1,4,1
637,4,27,0,-5,-1,-1
638,4,27,0,1,-5,-1
639,4,28,-2,2,-4,2
640,4,29,0,-4,-3,2
641,4,29,0,4,2,3
642,4,29,4,-3,2,0
643,4,29,4,-2,0,3
644,4,29,4,2,0,-3
645,4,29,4,3,-2,0
646,4,30,-5,-1,-2,0
647,4,30,-4,-2,3,-1
648,4,30,-3,4,2,1
649,4,30,0,-1,-5,2
650,4,30,1,2,0,-5
651,4,30,2,4,-1,3
652,4,30,4,-1,2,-3
653,4,30,4,1,-2,3
654,4,31,-3,-2,-3,-3
655,4,31,1,-5,2,1
656,4,31,1,-1,2,-5
657,4,33,-3,2,2,4
658,4,33,-2,-3,2,-4
659,4,33,-2,3,-2,-4
660,4,33,1,-4,0,4
661,4,34,-4,4,-1,-1
662,4,34,-3,-4,-3,0
663,4,34,-2,-5,2,-1
664,4,34,1,4,-4,1
665,4,35,-3,-1,-5,0
666,4,36,3,-5,-1,1
667,4,36,3,-1,-1,-5
668,4,36,3,1,-5,1
669,4,37,-2,4,-4,-1
670,4,37,1,2,-4,4
671,4,38,-5,-2,0,-3
672,4,38,-3,3,4,-2
673,4,38,2,-3,5,0
674,4,38,3,3,4,2
675,4,38,5,0,3,2
676,4,39,-5,1,-2,-3
677,4,39,-1,-3,5,-2
678,4,39,-1,2,3,-5
679,4,39,2,-1,5,-3
680,4,39,2,5,1,-3
681,4,39,5,2,3,-1
682,4,39,5,3,1,2
683,4,41,-5,-4,0,0
684,4,41,-4,0,3,-4
685,4,42,-4,0,-1,5
686,4,42,-4,3,1,-4
687,4,42,-3,-1,4,4
688,4,42,-2,-3,-2,5
689,4,42,-1,-4,3,4
690,4,44,-3,-5,-1,-3
691,4,44,-3,1,-5,-3
692,4,45,-5,2,-4,0
693,4,45,-4,-4,3,2
694,4,45,-2,0,-4,5
695,4,45,2,-3,-4,-4
696,4,46,2,-5,-4,-1
697,4,47,-5,-3,-2,3
698,4,47,3,2,-3,-5
699,4,47,3,3,-5,-2
700,4,50,-5,0,-4,3
701,4,50,-3,5,0,4
702,4,50,0,3,-5,-4
703,4,50,0,5,4,-3
704,4,50,3,-4,-3,4
705,4,51,-4,-3,1,5
706,4,51,-1,-5,-4,-3
707,4,51,-1,5,-3,4
708,4,51,3,-4,1,-5
709,4,51,3,-1,-5,4
710,4,51,3,1,4,5
711,4,51,3,5,4,-1
712,4,52,-3,-3,-5,3
713,4,52,-1,-5,5,1
714,4,52,-1,-1,5,-5
715,4,52,-1,5,1,-5
716,4,52,5,-1,5,-1
717,4,52,5,1,1,5
718,4,52,5,5,1,-1
719,4,54,-4,5,-3,2
720,4,54,-2,4,5,3
721,4,54,3,4,2,5
722,4,54,4,-5,2,3
723,4,54,4,5,-2,-3
724,4,54,5,-3,-4,-2
725,4,55,1,5,-2,-5
726,4,57,4,-4,4,-3
727,4,57,4,4,-4,3
728,4,58,1,-4,4,-5
729,4,59,-4,3,-3,5
730,4,59,0,-3,-5,5
731,4,63,-5,-5,2,-3
732,4,63,2,-5,5,3
733,4,63,5,-3,5,2
734,4,63,5,-2,3,5
735,4,66,-5,4,-4,-3
736,4,66,-4,-3,5,-4
737,4,66,5,4,3,-4
738,4,67,-5,4,5,1
739,4,67,-4,-5,5,-1
740,4,67,1,4,5,5
741,4,67,5,-5,-4,1
742,4,67,5,-1,-4,-5
743,4,67,5,1,5,-4
744,4,67,5,4,-1,5
745,4,70,-5,2,5,4
746,4,70,5,-4,-2,-5
747,4,75,-5,5,3,4
748,4,75,-3,5,4,-5
749,4,82,-4,-5,-4,-5
750,4,84,3,5,-5,-5
751,4,100,5,-5,5,5
752,5,6,-1,-2,0,-1
753,5,7,-1,1,-2,-1
754,5,8,2,0,0,-2
755,5,9,2,-2,0,1
756,5,10,-1,-1,-2,2
757,5,10,2,1,-2,1
758,5,12,-3,1,1,-1
759,5,13,0,0,3,-2
760,5,14,0,-2,3,1
761,5,14,0,3,1,-2
762,5,15,-3,-1,1,2
763,5,15,1,-2,-3,-1
764,5,17,-1,0,0,-4
765,5,18,-3,2,-1,2
766,5,18,0,-1,1,4
767,5,18,0,4,-1,1
768,5,18,3,0,3,0
769,5,19,3,3,1,0
770,5,20,3,1,1,3
771,5,21,-4,-1,-2,0
772,5,21,-1,-4,0,2
773,5,21,0,2,-1,4
774,5,21,2,-3,2,-2
775,5,21,2,3,-2,-2
776,5,22,-2,1,4,1
777,5,23,-3,-2,3,-1
778,5,25,-2,4,2,1
779,5,25,-1,2,-4,2
780,5,25,2,-1,-2,4
781,5,25,5,0,0,0
782,5,26,-2,-2,-3,-3
783,5,26,1,0,-3,-4
784,5,26,1,3,4,0
785,5,27,-3,4,-1,-1
786,5,27,1,-3,-1,-4
787,5,27,1,1,4,3
788,5,28,-2,2,2,4
789,5,28,1,-5,-1,-1
790,5,28,1,1,-5,-1
791,5,29,-4,-2,0,-3
792,5,29,-2,-4,-3,0
793,5,29,4,0,-3,-2
794,5,30,-4,1,-2,-3
795,5,30,-2,-1,-5,0
796,5,30,-1,-3,2,-4
797,5,30,-1,3,-2,-4
798,5,30,1,-4,-3,2
799,5,30,1,4,2,3
800,5,30,4,-3,-1,-2
801,5,30,4,-2,-3,1
802,5,31,-1,-5,2,-1
803,5,31,1,-1,-5,2
804,5,31,3,-2,3,3
805,5,31,3,2,3,-3
806,5,32,-4,-4,0,0
807,5,33,-2,3,4,-2
808,5,33,2,2,0,-5
809,5,34,-3,0,3,-4
810,5,34,-1,4,-4,-1
811,5,34,2,-5,2,1
812,5,34,2,-1,2,-5
813,5,35,-3,0,-1,5
814,5,35,-3,3,1,-4
815,5,35,3,4,-1,3
816,5,36,-4,2,-4,0
817,5,36,2,-4,0,4
818,5,37,-5,2,2,2
819,5,37,-2,-1,4,4
820,5,37,2,4,-4,1
821,5,38,-4,-3,-2,3
822,5,38,-3,-4,3,2
823,5,38,0,-3,5,-2
824,5,38,0,2,3,-5
825,5,38,5,-3,2,0
826,5,38,5,-2,0,3
827,5,38,5,2,0,-3
828,5,38,5,3,-2,0
829,5,39,-2,-5,-1,-3
830,5,39,-2,1,-5,-3
831,5,39,-1,-3,-2,5
832,5,39,5,-1,2,-3
833,5,39,5,1,-2,3
834,5,40,2,2,-4,4
835,5,41,-4,0,-4,3
836,5,41,0,-4,3,4
837,5,42,-1,0,-4,5
838,5,43,-5,1,4,-1
839,5,43,3,-3,5,0
840,5,43,4,-5,-1,1
841,5,43,4,-1,-1,-5
842,5,43,4,1,-5,1
843,5,44,-3,-3,1,5
844,5,44,3,-1,5,-3
845,5,44,3,5,1,-3
846,5,45,-2,5,0,4
847,5,45,4,3,4,2
848,5,46,-5,-1,4,2
849,5,46,-5,4,2,-1
850,5,47,-3,5,-3,2
851,5,47,-2,-3,-5,3
852,5,50,0,-5,-4,-3
853,5,50,0,5,-3,4
854,5,50,3,-3,-4,-4
855,5,51,-1,4,5,3
856,5,51,0,-5,5,1
857,5,51,0,-1,5,-5
858,5,51,0,5,1,-5
859,5,51,1,3,-5,-4
860,5,51,1,5,4,-3
861,5,51,3,-5,-4,-1
862,5,52,-3,3,-3,5
863,5,54,-5,-4,-3,-2
864,5,54,-5,0,2,5
865,5,54,-5,5,0,2
866,5,54,-4,-5,2,-3
867,5,54,4,2,-3,-5
868,5,54,4,3,-5,-2
869,5,55,-5,-1,-5,-2
870,5,57,-4,4,-4,-3
871,5,57,4,-4,-3,4
872,5,58,-4,4,5,1
873,5,58,2,5,-2,-5
874,5,58,4,-4,1,-5
875,5,58,4,-1,-5,4
876,5,58,4,1,4,5
877,5,58,4,5,4,-1
878,5,59,-5,3,0,5
879,5,59,-3,-3,5,-4
