,Red_his,Green_his,Blue_his
74,2312.0,2991.0,3032.0
75,2389.0,2860.0,2944.0
76,3376.0,2710.0,2899.0
77,2955.0,2924.0,3263.0
78,2434.0,2992.0,3087.0
79,2581.0,2913.0,3215.0
80,2499.0,2814.0,3420.0
81,3420.0,2901.0,3202.0
82,2628.0,2910.0,3366.0
83,2717.0,2885.0,3676.0
84,2604.0,2971.0,3290.0
85,2593.0,3077.0,3200.0
86,3802.0,3023.0,3308.0
87,3091.0,2900.0,3153.0
88,2916.0,2872.0,3090.0
89,2575.0,3068.0,3201.0
90,3037.0,2800.0,3069.0
91,3448.0,3160.0,2909.0
92,3181.0,2913.0,3121.0
93,2920.0,3040.0,3087.0
94,2822.0,2918.0,2963.0
95,3535.0,2822.0,2739.0
96,3400.0,2717.0,2983.0
97,3039.0,2996.0,2713.0
98,2761.0,2802.0,2697.0
99,6074.0,5996.0,5993.0
100,3744.0,3031.0,2898.0
101,3277.0,2723.0,2854.0
102,2792.0,2585.0,2769.0
103,2761.0,2566.0,3019.0
104,2803.0,2470.0,2878.0
105,3054.0,2434.0,3001.0
106,2644.0,2505.0,2591.0
107,2235.0,2332.0,2883.0
108,2281.0,2310.0,2811.0
109,2489.0,2254.0,3084.0
110,2467.0,2381.0,2709.0
111,2298.0,2416.0,3048.0
112,1984.0,2363.0,2804.0
113,1856.0,2431.0,3029.0
114,1991.0,2455.0,3281.0
115,2283.0,2435.0,3092.0
116,1950.0,2390.0,3039.0
117,1708.0,2381.0,3196.0
118,1718.0,2468.0,3100.0
119,1968.0,2365.0,2769.0
120,2093.0,2194.0,2912.0
121,1690.0,2091.0,3026.0
122,1689.0,2131.0,2644.0
123,1786.0,1820.0,3055.0
124,2120.0,1861.0,2643.0
125,2080.0,1685.0,2626.0
126,1715.0,1532.0,2378.0
127,2088.0,1493.0,2519.0
128,2044.0,1412.0,2153.0
129,2640.0,1398.0,2064.0
130,2004.0,1325.0,1858.0
131,2242.0,1275.0,1831.0
132,1972.0,1245.0,1740.0
133,2428.0,1295.0,1738.0
134,1953.0,1379.0,1578.0
135,2221.0,1259.0,1621.0
136,1927.0,1300.0,1547.0
137,1531.0,1466.0,1432.0
138,2021.0,1410.0,1394.0
139,1867.0,1431.0,1440.0
140,1894.0,1506.0,1269.0
141,1389.0,1613.0,1293.0
142,1455.0,1432.0,1405.0
143,1724.0,1814.0,1241.0
144,1664.0,1586.0,1310.0
145,1623.0,1715.0,1232.0
146,1383.0,1473.0,1192.0
147,1484.0,1633.0,1219.0
148,1785.0,1721.0,1115.0
149,1509.0,1473.0,1120.0
150,1488.0,1425.0,1125.0
151,1468.0,1540.0,1104.0
152,1367.0,1419.0,1086.0
153,1623.0,1216.0,1100.0
154,1374.0,1196.0,1041.0
155,1520.0,1201.0,1040.0
156,1318.0,1177.0,1047.0
157,1364.0,1115.0,944.0
158,1532.0,1146.0,964.0
159,1392.0,1066.0,947.0
160,1489.0,1081.0,967.0
161,1379.0,1024.0,896.0
162,1379.0,1021.0,912.0
163,1557.0,1075.0,897.0
164,1511.0,1048.0,909.0
165,1560.0,956.0,971.0
166,1298.0,940.0,969.0
167,1460.0,938.0,975.0
168,1590.0,954.0,999.0
169,1393.0,886.0,1148.0
170,1539.0,809.0,1051.0
171,1410.0,864.0,1193.0
172,1315.0,786.0,1222.0
173,1396.0,795.0,1481.0
174,1420.0,791.0,1310.0
175,1273.0,729.0,1471.0
176,1060.0,749.0,1443.0
177,1143.0,721.0,1429.0
178,1082.0,675.0,1708.0
179,1018.0,670.0,1796.0
180,863.0,630.0,1547.0
181,878.0,675.0,1410.0
182,827.0,656.0,1640.0
183,856.0,600.0,1620.0
184,635.0,679.0,1273.0
185,746.0,626.0,1164.0
186,715.0,634.0,1199.0
187,712.0,618.0,1136.0
188,708.0,609.0,1082.0
189,643.0,609.0,897.0
190,710.0,600.0,956.0
191,757.0,581.0,899.0
192,772.0,577.0,749.0
193,661.0,537.0,747.0
194,649.0,572.0,819.0
195,741.0,577.0,752.0
196,796.0,563.0,763.0
197,743.0,569.0,687.0
198,689.0,516.0,737.0
199,754.0,583.0,709.0
200,678.0,575.0,896.0
201,785.0,520.0,792.0
202,810.0,556.0,836.0
203,687.0,555.0,774.0
204,765.0,618.0,863.0
205,723.0,547.0,1065.0
206,801.0,554.0,1142.0
207,825.0,581.0,1019.0
208,708.0,553.0,920.0
209,728.0,593.0,1268.0
210,765.0,598.0,1169.0
211,785.0,583.0,1087.0
212,862.0,631.0,842.0
213,747.0,673.0,977.0
214,805.0,732.0,929.0
215,860.0,750.0,968.0
216,902.0,862.0,634.0
217,809.0,920.0,605.0
218,865.0,1054.0,649.0
219,979.0,1053.0,523.0
220,1342.0,1264.0,449.0
221,1132.0,1184.0,384.0
222,1040.0,1492.0,408.0
223,1182.0,1532.0,384.0
224,1174.0,1842.0,382.0
225,1546.0,1677.0,318.0
226,1161.0,1923.0,345.0
227,1201.0,2095.0,340.0
228,1006.0,2225.0,320.0
229,962.0,1897.0,318.0
230,1174.0,2184.0,364.0
231,954.0,2361.0,370.0
232,747.0,2091.0,370.0
233,684.0,2327.0,407.0
234,743.0,1993.0,394.0
235,754.0,2036.0,410.0
236,793.0,1765.0,432.0
237,727.0,1763.0,431.0
238,686.0,1565.0,505.0
239,768.0,1241.0,548.0
240,1106.0,1108.0,555.0
241,983.0,990.0,623.0
242,913.0,877.0,606.0
243,863.0,775.0,650.0
244,1253.0,739.0,642.0
245,1543.0,597.0,607.0
246,1070.0,585.0,602.0
247,1191.0,558.0,614.0
248,1514.0,526.0,558.0
249,1122.0,464.0,641.0
250,1866.0,422.0,599.0
251,1225.0,412.0,510.0
252,1550.0,361.0,485.0
253,1089.0,356.0,496.0
254,1186.0,342.0,461.0
255,16622.0,12356.0,9252.0
